,pokedex_number,name,japanese_name,hp,attack,defense,sp_attack,sp_defense,speed,weight_kg,height_m,percentage_male,experience_growth,capture_rate,classfication,base_egg_steps,base_happiness,base_total,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,generation,is_legendary,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water
676,677,Espurr,Nyasperニャスパー,62,48,54,63,60,68,3.5,0.3,50.0,1000000,190,Restraint Pokémon,5120,70,355,"['Keen Eye', 'Infiltrator', 'Own Tempo']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
677,678,Meowstic,Nyaonixニャオニクス,74,48,76,83,81,104,8.5,0.6,50.0,1000000,75,Constraint Pokémon,5120,70,466,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
678,679,Honedge,Hitotsukiヒトツキ,45,80,100,35,37,28,2.0,0.8,50.0,1000000,180,Sword Pokémon,5120,70,325,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
679,680,Doublade,Nidangillニダンギル,59,110,150,45,49,35,4.5,0.8,50.0,1000000,90,Sword Pokémon,5120,70,448,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
680,681,Aegislash,Gillgardギルガルド,60,150,50,150,50,60,53.0,1.7,50.0,1000000,45,Royal Sword Pokémon,5120,70,520,['Stance Change'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
681,682,Spritzee,Shushupuシュシュプ,78,52,60,63,65,23,0.5,0.2,50.0,1000000,200,Perfume Pokémon,5120,70,341,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
682,683,Aromatisse,Frefuwanフレフワン,101,72,72,99,89,29,15.5,0.8,50.0,1000000,140,Fragrance Pokémon,5120,70,462,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
683,684,Swirlix,Peroppafuペロッパフ,62,48,66,59,57,49,3.5,0.4,50.0,1000000,200,Cotton Candy Pokémon,5120,70,341,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
684,685,Slurpuff,Peroreamペロリーム,82,80,86,85,75,72,5.0,0.8,50.0,1000000,140,Meringue Pokémon,5120,70,480,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
685,686,Inkay,Maaiikaマーイーカ,53,54,53,37,46,45,3.5,0.4,50.0,1000000,190,Revolving Pokémon,5120,70,288,"['Contrary', 'Suction Cups', 'Infiltrator']",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
686,687,Malamar,Calamaneroカラマネロ,86,92,88,68,75,73,47.0,1.5,50.0,1000000,80,Overturning Pokémon,5120,70,482,"['Contrary', 'Suction Cups', 'Infiltrator']",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
687,688,Binacle,Kameteteカメテテ,42,52,67,39,56,50,31.0,0.5,50.0,1000000,120,Two-Handed Pokémon,5120,70,306,"['Tough Claws', 'Sniper', 'Pickpocket']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
688,689,Barbaracle,Gamenodesガメノデス,72,105,115,54,86,68,96.0,1.3,50.0,1000000,45,Collective Pokémon,5120,70,500,"['Tough Claws', 'Sniper', 'Pickpocket']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
689,690,Skrelp,Kuzumoクズモー,50,60,60,60,60,30,7.3,0.5,50.0,1000000,225,Mock Kelp Pokémon,5120,70,320,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
690,691,Dragalge,Dramidoroドラミドロ,65,75,90,97,123,44,81.5,1.8,50.0,1000000,55,Mock Kelp Pokémon,5120,70,494,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
691,692,Clauncher,Udeppouウデッポウ,50,53,62,58,63,44,8.3,0.5,50.0,1250000,225,Water Gun Pokémon,3840,70,330,['Mega Launcher'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
692,693,Clawitzer,Blosterブロスター,71,73,88,120,89,59,35.3,1.3,50.0,1250000,55,Howitzer Pokémon,3840,70,500,['Mega Launcher'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
693,694,Helioptile,Erikiteruエリキテル,44,38,33,61,43,70,6.0,0.5,50.0,1000000,190,Generator Pokémon,5120,70,289,"['Dry Skin', 'Sand Veil', 'Solar Power']",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
694,695,Heliolisk,Elezardエレザード,62,55,52,109,94,109,21.0,1.0,50.0,1000000,75,Generator Pokémon,5120,70,481,"['Dry Skin', 'Sand Veil', 'Solar Power']",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
695,696,Tyrunt,Chigorasチゴラス,58,89,77,45,45,48,26.0,0.8,88.1,1000000,45,Royal Heir Pokémon,7680,70,362,"['Strong Jaw', 'Sturdy']",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
696,697,Tyrantrum,Gachigorasガチゴラス,82,121,119,69,59,71,270.0,2.5,88.1,1000000,45,Despot Pokémon,7680,70,521,"['Strong Jaw', 'Rock Head']",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
697,698,Amaura,Amarusアマルス,77,59,50,67,63,46,25.2,1.3,88.1,1000000,45,Tundra Pokémon,7680,70,362,"['Refrigerate', 'Snow Warning']",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
698,699,Aurorus,Amarurugaアマルルガ,123,77,72,99,92,58,225.0,2.7,88.1,1000000,45,Tundra Pokémon,7680,70,521,"['Refrigerate', 'Snow Warning']",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
699,700,Sylveon,Nymphiaニンフィア,95,65,65,110,130,60,23.5,1.0,88.1,1000000,45,Intertwining Pokémon,8960,70,525,"['Cute Charm', 'Pixilate']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
700,701,Hawlucha,Luchabullルチャブル,78,92,75,74,63,118,21.5,0.8,50.0,1000000,100,Wrestling Pokémon,5120,70,500,"['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
701,702,Dedenne,Dedenneデデンネ,67,58,57,81,67,101,2.2,0.2,50.0,1000000,180,Antenna Pokémon,5120,70,431,"['Cheek Pouch', 'Pickup', 'Plus']",0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
702,703,Carbink,Melecieメレシー,50,50,150,50,150,50,5.7,0.3,0.0,1250000,60,Jewel Pokémon,6400,70,500,"['Clear Body', 'Sturdy']",0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
703,704,Goomy,Numeraヌメラ,45,50,35,55,75,40,2.8,0.3,50.0,1250000,45,Soft Tissue Pokémon,10240,35,300,"['Sap Sipper', 'Hydration', 'Gooey']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,705,Sliggoo,Numeilヌメイル,68,75,53,83,113,60,17.5,0.8,50.0,1250000,45,Soft Tissue Pokémon,10240,35,452,"['Sap Sipper', 'Hydration', 'Gooey']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,706,Goodra,Numelgonヌメルゴン,90,100,70,110,150,80,150.5,2.0,50.0,1250000,45,Dragon Pokémon,10240,35,600,"['Sap Sipper', 'Hydration', 'Gooey']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,707,Klefki,Cleffyクレッフィ,57,80,91,80,87,75,3.0,0.2,50.0,800000,75,Key Ring Pokémon,5120,70,470,"['Prankster', 'Magician']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
707,708,Phantump,Bokureiボクレー,43,70,48,50,60,38,7.0,0.4,50.0,1000000,120,Stump Pokémon,5120,70,309,"['Natural Cure', 'Frisk', 'Harvest']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
708,709,Trevenant,Ohrotオーロット,85,110,76,65,82,56,71.0,1.5,50.0,1000000,60,Elder Tree Pokémon,5120,70,474,"['Natural Cure', 'Frisk', 'Harvest']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
709,710,Pumpkaboo,Bakecchaバケッチャ,59,66,70,44,55,41,15.0,0.8,50.0,1000000,120,Pumpkin Pokémon,5120,70,335,"['Pickup', 'Frisk', 'Insomnia']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
710,711,Gourgeist,Pumpjinパンプジン,85,100,122,58,75,54,39.0,1.7,50.0,1000000,60,Pumpkin Pokémon,5120,70,494,"['Pickup', 'Frisk', 'Insomnia']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
711,712,Bergmite,Kachikohruカチコール,55,69,85,32,35,28,99.5,1.0,50.0,1000000,190,Ice Chunk Pokémon,5120,70,304,"['Own Tempo', 'Ice Body', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
712,713,Avalugg,Crebaseクレベース,95,117,184,44,46,28,505.0,2.0,50.0,1000000,55,Iceberg Pokémon,5120,70,514,"['Own Tempo', 'Ice Body', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
713,714,Noibat,Onbatオンバット,40,30,35,45,40,55,8.0,0.5,50.0,1000000,190,Sound Wave Pokémon,5120,70,245,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
714,715,Noivern,Onvernオンバーン,85,70,80,97,80,123,85.0,1.5,50.0,1000000,45,Sound Wave Pokémon,5120,70,535,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
715,716,Xerneas,Xerneasゼルネアス,126,131,95,131,98,99,215.0,3.0,0.0,1250000,45,Life Pokémon,30720,0,680,['Fairy Aura'],0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
716,717,Yveltal,Yveltalイベルタル,126,131,95,131,98,99,203.0,5.8,0.0,1250000,45,Destruction Pokémon,30720,0,680,['Dark Aura'],1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
717,718,Zygarde,Zygarde (10% Forme)ジガルデ,216,100,121,91,95,85,284.6,5.0,0.0,1250000,3,Order Pokémon,30720,0,708,"['Aura Break', 'Power Construct']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
718,719,Diancie,Diancieディアンシー,50,160,110,160,110,110,8.8,0.7,0.0,1250000,3,Jewel Pokémon,6400,70,700,['Clear Body'],0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
719,720,Hoopa,Hoopa (imashimerareshi Hoopa)フーパ,80,160,60,170,130,80,9.0,0.5,0.0,1250000,3,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),30720,100,680,['Magician'],1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
720,721,Volcanion,Volcanionボルケニオン,80,110,120,130,90,70,195.0,1.7,0.0,1250000,3,Steam Pokémon,30720,100,600,['Water Absorb'],0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
721,722,Rowlet,Mokurohモクロー,68,55,55,50,50,42,1.5,0.3,88.1,1059860,45,Grass Quill Pokémon,3840,70,320,"['Overgrow', 'Long Reach']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
722,723,Dartrix,Fukuthrowフクスロー,78,75,75,70,70,52,16.0,0.7,88.1,1059860,45,Blade Quill Pokémon,3840,70,420,"['Overgrow', 'Long Reach']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
723,724,Decidueye,Junaiperジュナイパー,78,107,75,100,100,70,36.6,1.6,88.1,1059860,45,Arrow Quill Pokémon,3840,70,530,"['Overgrow', 'Long Reach']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
724,725,Litten,Nyabbyニャビー,45,65,40,60,40,70,4.3,0.4,88.1,1059860,45,Fire Cat Pokémon,3840,70,320,"['Blaze', 'Intimidate']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
725,726,Torracat,Nyaheatニャヒート,65,85,50,80,50,90,25.0,0.7,88.1,1059860,45,Fire Cat Pokémon,3840,70,420,"['Blaze', 'Intimidate']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
726,727,Incineroar,Gaogaenガオガエン,95,115,90,80,90,60,83.0,1.8,88.1,1059860,45,Heel Pokémon,3840,70,530,"['Blaze', 'Intimidate']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
727,728,Popplio,Ashimariアシマリ,50,54,54,66,56,40,7.5,0.4,88.1,1059860,45,Sea Lion Pokémon,3840,70,320,"['Torrent', 'Liquid Voice']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
728,729,Brionne,Osyamariオシャマリ,60,69,69,91,81,50,17.5,0.6,88.1,1059860,45,Pop Star Pokémon,3840,70,420,"['Torrent', 'Liquid Voice']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
729,730,Primarina,Ashireneアシレーヌ,80,74,74,126,116,60,44.0,1.8,88.1,1059860,45,Soloist Pokémon,3840,70,530,"['Torrent', 'Liquid Voice']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
730,731,Pikipek,Tsutsukeraツツケラ,35,75,30,30,30,65,1.2,0.3,50.0,1000000,255,Woodpecker Pokémon,3840,70,265,"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
731,732,Trumbeak,Kerarappaケララッパ,55,85,50,40,50,75,14.8,0.6,50.0,1000000,120,Bugle Beak Pokémon,3840,70,355,"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
732,733,Toucannon,Dodekabashiドデカバシ,80,120,75,75,75,60,26.0,1.1,50.0,1000000,45,Cannon Pokémon,3840,70,485,"['Keen Eye', 'Skill Link', 'Sheer Force']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
733,734,Yungoos,Youngooseヤングース,48,70,30,30,30,45,6.0,0.4,50.0,1000000,255,Loitering Pokémon,3840,70,253,"['Stakeout', 'Strong Jaw', 'Adaptability']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
734,735,Gumshoos,Dekagooseデカグース,88,110,60,55,60,45,14.2,0.7,50.0,1000000,127,Stakeout Pokémon,3840,70,418,"['Stakeout', 'Strong Jaw', 'Adaptability']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
735,736,Grubbin,Agojimushiアゴジムシ,47,62,45,55,45,46,4.4,0.4,50.0,1000000,255,Larva Pokémon,3840,70,300,['Swarm'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,737,Charjabug,Dendimushiデンヂムシ,57,82,95,55,75,36,10.5,0.5,50.0,1000000,120,Battery Pokémon,3840,70,400,['Battery'],1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,738,Vikavolt,Kuwagannonクワガノン,77,70,90,145,75,43,45.0,1.5,50.0,1000000,45,Stag Beetle Pokémon,3840,70,500,['Levitate'],1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,739,Crabrawler,Makenkaniマケンカニ,47,82,57,42,47,63,7.0,0.6,50.0,1000000,225,Boxing Pokémon,5120,70,338,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
739,740,Crabominable,Kekenkaniケケンカニ,97,132,77,62,67,43,180.0,1.7,50.0,1000000,60,Woolly Crab Pokémon,5120,70,478,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
740,741,Oricorio,Odoridori (pachipachi Style)オドリドリ,75,70,70,98,70,93,3.4,0.6,24.6,1000000,45,Dancing Pokémon,5120,70,476,['Dancer'],0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
741,742,Cutiefly,Abulyアブリー,40,45,40,55,40,84,0.2,0.1,50.0,1000000,190,Bee Fly Pokémon,5120,70,304,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
742,743,Ribombee,Aburibbonアブリボン,60,55,60,95,70,124,0.5,0.2,50.0,1000000,75,Bee Fly Pokémon,5120,70,464,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
743,744,Rockruff,Iwankoイワンコ,45,65,40,30,40,60,9.2,0.5,50.0,1000000,190,Puppy Pokémon,3840,70,280,"['Keen Eye', 'Vital Spirit', 'Steadfast']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
